links,capital,DE0 4,OCGT,181550.8683321258
links,capital,DE0 4,SMR,233.05030004416906
links,capital,DE0 4,SMR CC,206586704.38685438
links,capital,DE0 4,Sabatier,126.43912849295235
links,capital,DE0 4,V2G,0.0
links,capital,DE0 4,battery charger,89887856.78472596
links,capital,DE0 4,battery discharger,0.0
links,capital,DE0 4,electricity distribution grid,2588990189.133669
links,capital,DE0 4,home battery charger,590.8845928074873
links,capital,DE0 4,home battery discharger,0.0
links,capital,DE0 4,methanolisation,303226397.0063952
links,capital,DE0 4,rural air heat pump,825.5927914200888
links,capital,DE0 4,rural biomass boiler,533.8532424278
links,capital,DE0 4,rural gas boiler,305928896.69861656
links,capital,DE0 4,rural ground heat pump,1424931846.2177913
links,capital,DE0 4,rural resistive heater,28776572.017503183
links,capital,DE0 4,rural water tanks charger,0.0
links,capital,DE0 4,rural water tanks discharger,0.0
links,capital,DE0 4,urban central air heat pump,370895185.3350271
links,capital,DE0 4,urban central gas CHP,610927891.8571296
links,capital,DE0 4,urban central gas CHP CC,1649673057.503111
links,capital,DE0 4,urban central gas boiler,647.0478130303857
links,capital,DE0 4,urban central resistive heater,211110200.66185328
links,capital,DE0 4,urban central solid biomass CHP,295.273303485715
links,capital,DE0 4,urban central solid biomass CHP CC,1992.631055356328
links,capital,DE0 4,urban central water tanks charger,0.0
links,capital,DE0 4,urban central water tanks discharger,0.0
links,capital,DE0 4,urban decentral air heat pump,890525877.7857249
links,capital,DE0 4,urban decentral biomass boiler,506.5249438615912
links,capital,DE0 4,urban decentral gas boiler,612528275.399486
links,capital,DE0 4,urban decentral resistive heater,42598785.581421115
links,capital,DE0 4,urban decentral water tanks charger,0.0
links,capital,DE0 4,urban decentral water tanks discharger,0.0
links,capital,EU agriculture,agriculture machinery oil,0.0
links,capital,EU biogas,biogas to gas,738013522.8720192
links,capital,EU industry,industry methanol,0.0
links,capital,EU kerosene,kerosene for aviation,0.0
links,capital,EU naphtha,naphtha for industry,0.0
links,capital,EU process,process emissions CC,879261090.1209806
links,capital,EU shipping,shipping methanol,0.0
links,capital,H2 pipeline,H2 pipeline,4140.0828014320305
links,capital,gas for,gas for industry,0.0
links,capital,gas for,gas for industry CC,439431230.5171489
links,capital,process,process emissions,0.0
links,capital,solid,solid biomass for industry,0.0
links,capital,solid,solid biomass for industry CC,1808476340.2571707
links,marginal,,DC,787245.8651407971
links,marginal,,co2 sequestered,2138602.490184064
links,marginal,DE0 0,BEV charger,402435.00520014897
links,marginal,DE0 0,DAC,0.14485279679123034
links,marginal,DE0 0,Fischer-Tropsch,60.5288385040016
links,marginal,DE0 0,H2 Electrolysis,0.2156153501815644
links,marginal,DE0 0,H2 Fuel Cell,0.05033920335812072
links,marginal,DE0 0,OCGT,6105804.551545376
links,marginal,DE0 0,SMR,0.05844033215697346
links,marginal,DE0 0,SMR CC,307219.6965790165
links,marginal,DE0 0,Sabatier,0.08300032358709405
links,marginal,DE0 0,V2G,37676.68910620353
links,marginal,DE0 0,battery charger,37056.72886117057
links,marginal,DE0 0,battery discharger,40678.54899250559
links,marginal,DE0 0,electricity distribution grid,2079559.0645882338
links,marginal,DE0 0,home battery charger,0.4522230879799281
links,marginal,DE0 0,home battery discharger,0.4855937586931426
links,marginal,DE0 0,methanolisation,2.452888590127917
links,marginal,DE0 0,rural air heat pump,0.0799208632009483
links,marginal,DE0 0,rural biomass boiler,44.834463871688236
links,marginal,DE0 0,rural gas boiler,6809.298465844124
links,marginal,DE0 0,rural ground heat pump,28566.73906306147
links,marginal,DE0 0,rural resistive heater,1528.9825226711241
links,marginal,DE0 0,rural water tanks charger,10197.630568299195
links,marginal,DE0 0,rural water tanks discharger,7211.662486843819
links,marginal,DE0 0,urban central air heat pump,114638.7521737404
links,marginal,DE0 0,urban central gas CHP,81137097.42008945
links,marginal,DE0 0,urban central gas CHP CC,357477906.44787365
links,marginal,DE0 0,urban central gas boiler,41451.34708982433
links,marginal,DE0 0,urban central resistive heater,119566.12371112552
links,marginal,DE0 0,urban central solid biomass CHP,27.4733822585802
links,marginal,DE0 0,urban central solid biomass CHP CC,1975.266926461713
links,marginal,DE0 0,urban central water tanks charger,144785.1285187791
links,marginal,DE0 0,urban central water tanks discharger,108782.33290998056
links,marginal,DE0 0,urban decentral air heat pump,149449.68721025306
links,marginal,DE0 0,urban decentral biomass boiler,46.42991306930998
links,marginal,DE0 0,urban decentral gas boiler,113781.60947353799
links,marginal,DE0 0,urban decentral resistive heater,18135.199963326122
links,marginal,DE0 0,urban decentral water tanks charger,37339.126511539274
links,marginal,DE0 0,urban decentral water tanks discharger,21738.37070756284
links,marginal,DE0 1,BEV charger,355598.1685630796
links,marginal,DE0 1,DAC,0.12713705388594995
links,marginal,DE0 1,Fischer-Tropsch,60.36654674125744
links,marginal,DE0 1,H2 Electrolysis,0.23457876468384956
links,marginal,DE0 1,H2 Fuel Cell,0.052729046284707745
links,marginal,DE0 1,OCGT,3880583.4767417163
links,marginal,DE0 1,SMR,0.05095959448142851
links,marginal,DE0 1,SMR CC,68984.09780881305
links,marginal,DE0 1,Sabatier,0.07540860290063242
links,marginal,DE0 1,V2G,34274.676814712926
links,marginal,DE0 1,battery charger,8.484263349777383
links,marginal,DE0 1,battery discharger,7.277201311575636
links,marginal,DE0 1,electricity distribution grid,1747448.8989698254
links,marginal,DE0 1,home battery charger,0.4776542194883866
links,marginal,DE0 1,home battery discharger,0.41288310526841476
links,marginal,DE0 1,methanolisation,1.8389202859734655
links,marginal,DE0 1,rural air heat pump,0.07599995117496301
links,marginal,DE0 1,rural biomass boiler,41.438687806732176
links,marginal,DE0 1,rural gas boiler,52427.09420282662
links,marginal,DE0 1,rural ground heat pump,159604.29398614986
links,marginal,DE0 1,rural resistive heater,10618.355137780072
links,marginal,DE0 1,rural water tanks charger,47131.74845749775
links,marginal,DE0 1,rural water tanks discharger,32714.651418887788
links,marginal,DE0 1,urban central air heat pump,6611.9023076034455
links,marginal,DE0 1,urban central gas CHP,25308368.786769163
links,marginal,DE0 1,urban central gas CHP CC,343509057.52502584
links,marginal,DE0 1,urban central gas boiler,18858.263634757936
links,marginal,DE0 1,urban central resistive heater,156619.46352198694
links,marginal,DE0 1,urban central solid biomass CHP,27.263766131948657
links,marginal,DE0 1,urban central solid biomass CHP CC,3951867.8363377755
